,match_api_id,home_team_api_id,away_team_api_id,season,date,result_label,away_Attacker_rating,home_Attacker_rating,away_Defender_rating,home_Defender_rating,away_Goalkeeper_rating,home_Goalkeeper_rating,away_Midfielder_rating,home_Midfielder_rating,Unnamed: 0,HEAD_2_HEAD_HOME_TEAM_WINS,HEAD_2_HEAD_HOME_TEAM_LOSS,HEAD_2_HEAD_DRAW,HOME_WIN_RATE,HOME_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE,AWAY_WIN_RATE_THIS_SEASON,AWAY_WIN_RATE_AT_THIS_GROUND
68,665674,9987,8342,2009/2010,1/24/10 0:00,HOME_WIN,70.0,66.33333333,69.33333333,63.75,72.0,67.0,70.33333333,65.66666667,68,0.0,0.0,1.0,0.0,0.0,0.555555556,0.666666667,0.0
69,665675,10000,9997,2009/2010,1/23/10 0:00,HOME_WIN,63.0,65.5,62.5,64.0,67.0,67.0,63.6,68.0,69,0.688888889,0.244444444333,0.0666666666667,0.375,0.5,0.181243757833,0.25,0.277777777667
70,665679,9994,9999,2009/2010,1/23/10 0:00,AWAY_WIN,64.66666667,65.5,60.66666667,65.0,64.0,61.0,62.25,65.83333333,70,0.33,0.33,0.33,0.142857143,0.142857143,0.0,0.0,0.0204081632857
71,665680,8571,9993,2009/2010,1/23/10 0:00,HOME_WIN,67.5,65.5,65.2,63.5,66.0,67.0,69.0,64.33333333,71,0.0,1.0,0.0,0.333333333,0.333333333,0.285714286,0.285714286,0.0
72,665681,8203,9985,2009/2010,1/24/10 0:00,DRAW,74.5,65.66666667,70.0,60.33333333,71.0,62.0,72.0,63.75,72,0.0,1.0,0.0,0.8,0.666666667,0.333333333,0.285714286,0.2466666666
73,665686,9985,8571,2009/2010,1/31/10 0:00,HOME_WIN,65.5,70.0,63.5,72.5,67.0,71.0,63.83333333,73.16666667,73,1.0,0.0,0.0,0.5,0.428571429,0.142857143,0.142857143,0.0625
74,665687,9997,10001,2009/2010,2/3/10 0:00,AWAY_WIN,65.0,63.0,65.5,62.5,67.0,67.0,63.2,63.6,74,0.1,0.9,0.0,0.240291201122,0.0,0.0,0.0,1.0
75,665689,9991,10000,2009/2010,1/31/10 0:00,AWAY_WIN,67.0,70.0,64.0,66.66666667,67.0,71.0,68.0,68.8,75,1.0,0.0,0.0,0.7,0.714285714,0.125,0.166666667,0.0
76,665695,9993,8635,2009/2010,1/29/10 0:00,AWAY_WIN,73.0,67.66666667,70.75,65.6,71.0,66.0,72.25,69.0,76,0.0,1.0,0.0,0.571428571,0.571428571,0.666666667,0.714285714,0.888888889
77,665698,8635,9997,2009/2010,2/6/10 0:00,AWAY_WIN,63.0,75.0,61.75,70.25,67.0,71.0,63.6,72.0,77,0.588888889,0.344444444333,0.0666666666667,0.846153846,0.8,0.0,0.0,0.611111111
78,665699,9987,9985,2009/2010,2/7/10 0:00,HOME_WIN,77.0,68.33333333,70.6,65.5,71.0,67.0,74.5,65.66666667,78,0.763174603,0.0952380952,0.1415873016,0.2,0.25,0.3,0.25,0.13
79,665700,10000,8342,2009/2010,2/7/10 0:00,DRAW,70.0,65.5,69.16666667,64.0,72.0,67.0,71.0,66.8,79,0.0,1.0,0.0,0.444444444,0.571428571,0.454545455,0.5,0.3466666666
80,665702,9984,9999,2009/2010,2/6/10 0:00,HOME_WIN,64.66666667,62.0,60.66666667,64.75,64.0,64.0,62.25,64.4,80,0.33,0.33,0.33,0.333333333,0.333333333,0.142857143,0.25,0.0204081632857
81,665704,9994,8203,2009/2010,2/6/10 0:00,HOME_WIN,66.0,65.0,60.33333333,66.0,62.0,73.0,64.16666667,66.42857143,81,0.0,1.0,0.0,0.125,0.125,0.25,0.285714286,0.0
